"datamart_entity","datamart_table","datamart_attribute","datamart_column","nullable","data_domain","data_type","key","description","etl_logic","etl_logic_type","source_entity","atomic_table","source_attribute","atomic_column"
"Individual Listed Company Role","idv_list_co_rl","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn — filter nguồn chính thức IDS_company_relationship. Driving table: pblc_co_rel_ent.","pblc_co_rel_ent.src_stm_code WHERE pblc_co_rel_ent.src_stm_code = 'IDS_company_relationship'","direct","Public Company Related Entity","pblc_co_rel_ent","Source System Code","src_stm_code"
"Individual Trading Account","idv_tdg_ac","Trading Account Id","tdg_ac_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","ETL derived",""
"Individual Trading Account","idv_tdg_ac","Individual Profile Id","idv_prfl_id","false","Surrogate Key","string","BK","FK đến Individual Profile (ETL derived)","","","Generated","","ETL derived",""
"Individual Trading Account","idv_tdg_ac","Securities Company Shareholder Id","scr_co_shrhlr_id","false","Text","string","","Silver surrogate Id cổ đông — join key","scr_co_shrhlr.scr_co_shrhlr_id","direct","Securities Company Shareholder","scr_co_shrhlr","Securities Company Shareholder Id","scr_co_shrhlr_id"
"Individual Trading Account","idv_tdg_ac","Securities Company Code","scr_co_code","false","Text","string","","Mã CTCK nơi mở TK","scr_co_shrhlr.scr_co_code","direct","Securities Company Shareholder","scr_co_shrhlr","Securities Company Code","scr_co_code"
"Individual Trading Account","idv_tdg_ac","Trading Account Number","tdg_ac_nbr","false","Text","string","","Số tài khoản giao dịch CK","scr_co_shrhlr.tdg_ac_nbr","direct","Securities Company Shareholder","scr_co_shrhlr","Trading Account Number","tdg_ac_nbr"
"Individual Trading Account","idv_tdg_ac","Shareholder Name","shrhlr_nm","true","Text","string","","Tên chủ tài khoản","scr_co_shrhlr.shrhlr_nm","direct","Securities Company Shareholder","scr_co_shrhlr","Shareholder Name","shrhlr_nm"
"Individual Trading Account","idv_tdg_ac","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn — filter nguồn chính thức SCMS_CTCK_CO_DONG. Driving table: scr_co_shrhlr.","scr_co_shrhlr.src_stm_code WHERE scr_co_shrhlr.src_stm_code = 'SCMS_CTCK_CO_DONG'","direct","Securities Company Shareholder","scr_co_shrhlr","Source System Code","src_stm_code"
"Individual Work History","idv_wrk_hist","Work History Id","wrk_hist_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","ETL derived",""
"Individual Work History","idv_wrk_hist","Individual Profile Id","idv_prfl_id","false","Surrogate Key","string","BK","FK đến Individual Profile (ETL derived)","","","Generated","","ETL derived",""
"Individual Work History","idv_wrk_hist","Securities Company Senior Personnel Id","scr_co_snr_psn_id","false","Text","string","","Silver surrogate Id — join key","scr_co_snr_psn.scr_co_snr_psn_id","direct","Securities Company Senior Personnel","scr_co_snr_psn","Securities Company Senior Personnel Id","scr_co_snr_psn_id"
"Individual Work History","idv_wrk_hist","Securities Company Code","scr_co_code","false","Text","string","","Mã CTCK công tác","scr_co_snr_psn.scr_co_code","direct","Securities Company Senior Personnel","scr_co_snr_psn","Securities Company Code","scr_co_code"
"Individual Work History","idv_wrk_hist","Position Type Code","pos_tp_code","false","Classification Value","string","","Chức vụ (scheme: SCMS_POSITION_TYPE)","scr_co_snr_psn.pos_tp_code","direct","Securities Company Senior Personnel","scr_co_snr_psn","Position Type Code","pos_tp_code"
"Individual Work History","idv_wrk_hist","Employment Start Date","emp_strt_dt","true","Date","date","","Ngày bắt đầu công tác — tạm dùng Created Timestamp, xem O_QLKD_16","scr_co_snr_psn.crt_tms","direct","Securities Company Senior Personnel","scr_co_snr_psn","Created Timestamp","crt_tms"
"Individual Work History","idv_wrk_hist","Resignation Date","resignation_dt","true","Date","date","","Ngày thôi việc — NULL = đang công tác","scr_co_snr_psn.resignation_dt","direct","Securities Company Senior Personnel","scr_co_snr_psn","Resignation Date","resignation_dt"
"Individual Work History","idv_wrk_hist","Is Current Indicator","is_crn_ind","true","Indicator","string","","CASE WHEN Securities Company Senior Personnel.Resignation Date IS NULL THEN true ELSE false END","CASE WHEN scr_co_snr_psn.resignation_dt IS NULL THEN true ELSE false END","computed","Securities Company Senior Personnel","scr_co_snr_psn","Resignation Date","resignation_dt"
"Individual Work History","idv_wrk_hist","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn — filter nguồn chính thức SCMS_CTCK_NHAN_SU_CAO_CAP. Driving table: scr_co_snr_psn.","scr_co_snr_psn.src_stm_code WHERE scr_co_snr_psn.src_stm_code = 'SCMS_CTCK_NHAN_SU_CAO_CAP'","direct","Securities Company Senior Personnel","scr_co_snr_psn","Source System Code","src_stm_code"
"Individual Violation History","idv_vln_hist","Violation History Id","vln_hist_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","ETL derived",""
"Individual Violation History","idv_vln_hist","Individual Profile Id","idv_prfl_id","false","Surrogate Key","string","BK","FK đến Individual Profile — ETL match qua Subject Id Number = CMND/CCCD, xem O_QLKD_14","","","Generated","","ETL derived",""
"Individual Violation History","idv_vln_hist","Inspection Case Code","inspection_case_code","false","Text","string","","Mã hồ sơ thanh tra/kiểm tra (giám sát)","insp_case.insp_case_code","direct","Inspection Case","insp_case","Inspection Case Code","insp_case_code"
"Individual Violation History","idv_vln_hist","Subject Id Number","sbj_id_nbr","true","Text","string","","CMND/CCCD đối tượng vi phạm","insp_case.sbj_id_nbr","direct","Inspection Case","insp_case","Subject Id Number","sbj_id_nbr"
"Individual Violation History","idv_vln_hist","Subject Full Name","sbj_full_nm","true","Text","string","","Họ tên đối tượng vi phạm (fallback filter)","insp_case.sbj_full_nm","direct","Inspection Case","insp_case","Subject Full Name","sbj_full_nm"
"Individual Violation History","idv_vln_hist","Inspection Type Code","inspection_tp_code","true","Classification Value","string","","Loại hình thanh/kiểm tra (scheme: TT_PLAN_TYPE)","insp_case.insp_tp_code","direct","Inspection Case","insp_case","Inspection Type Code","insp_tp_code"
"Individual Violation History","idv_vln_hist","Case Name","case_nm","true","Text","string","","Tên hồ sơ","insp_case.case_nm","direct","Inspection Case","insp_case","Case Name","case_nm"
"Individual Violation History","idv_vln_hist","Signing Date","signing_dt","true","Date","date","","Ngày ký kết luận xử phạt","LEFT JOIN insp_case_conclusion ON insp_case_conclusion.insp_case_id = insp_case.insp_case_id","join_atomic","Inspection Case Conclusion","insp_case_conclusion","Signing Date","signing_dt"
"Individual Violation History","idv_vln_hist","Conclusion Document Number","conclusion_doc_nbr","true","Text","string","","Số QĐ xử phạt","LEFT JOIN insp_case_conclusion ON insp_case_conclusion.insp_case_id = insp_case.insp_case_id","join_atomic","Inspection Case Conclusion","insp_case_conclusion","Conclusion Document Number","conclusion_doc_nbr"
"Individual Violation History","idv_vln_hist","Conclusion Summary","conclusion_smy","true","Text","string","","Nội dung kết luận vi phạm — K_QLKD_125","LEFT JOIN insp_case_conclusion ON insp_case_conclusion.insp_case_id = insp_case.insp_case_id","join_atomic","Inspection Case Conclusion","insp_case_conclusion","Conclusion Summary","conclusion_smy"
"Individual Violation History","idv_vln_hist","Violation Type Code","vln_tp_code","true","Classification Value","string","","Hành vi vi phạm (scheme: TT_VIOLATION_TYPE)","LEFT JOIN insp_case_conclusion ON insp_case_conclusion.insp_case_id = insp_case.insp_case_id","join_atomic","Inspection Case Conclusion","insp_case_conclusion","Violation Type Code","vln_tp_code"
"Individual Violation History","idv_vln_hist","Penalty Type Code","pny_tp_code","true","Classification Value","string","","Hình thức xử phạt (scheme: TT_PENALTY_TYPE)","LEFT JOIN insp_case_conclusion ON insp_case_conclusion.insp_case_id = insp_case.insp_case_id","join_atomic","Inspection Case Conclusion","insp_case_conclusion","Penalty Type Code","pny_tp_code"
"Individual Violation History","idv_vln_hist","Penalty Amount","pny_amt","true","Currency Amount","decimal(23,2)","","Số tiền phạt (VND)","LEFT JOIN insp_case_conclusion ON insp_case_conclusion.insp_case_id = insp_case.insp_case_id","join_atomic","Inspection Case Conclusion","insp_case_conclusion","Penalty Amount","pny_amt"
"Individual Violation History","idv_vln_hist","Conclusion Status Code","conclusion_st_code","true","Classification Value","string","","Trạng thái kết luận (scheme: TT_CASE_STATUS)","LEFT JOIN insp_case_conclusion ON insp_case_conclusion.insp_case_id = insp_case.insp_case_id","join_atomic","Inspection Case Conclusion","insp_case_conclusion","Conclusion Status Code","conclusion_st_code"
"Individual Violation History","idv_vln_hist","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn — filter nguồn chính thức ThanhTra_TT_HO_SO. Driving table: insp_case.","insp_case.src_stm_code WHERE insp_case.src_stm_code = 'ThanhTra_TT_HO_SO'","direct","Inspection Case","insp_case","Source System Code","src_stm_code"
"Securities Company Report Data","scr_co_rpt_data","Report Data Id","rpt_data_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","ETL derived",""
"Securities Company Report Data","scr_co_rpt_data","Member Periodic Report Code","mbr_prd_rpt_code","false","Text","string","BK","Mã báo cáo định kỳ — business key","","","Member Periodic Report","mbr_prd_rpt","Member Periodic Report Code","mbr_prd_rpt_code"
"Securities Company Report Data","scr_co_rpt_data","Securities Company Code","scr_co_code","false","Text","string","","Mã CTCK","mbr_prd_rpt.scr_co_code","direct","Member Periodic Report","mbr_prd_rpt","Securities Company Code","scr_co_code"
"Securities Company Report Data","scr_co_rpt_data","Report Template Code","rpt_tpl_code","false","Text","string","","Mã biểu mẫu báo cáo","mbr_rpt_ind_val.rpt_tpl_code","direct","Member Report Indicator Value","mbr_rpt_ind_val","Report Template Code","rpt_tpl_code"
"Securities Company Report Data","scr_co_rpt_data","Report Type Code","rpt_tp_code","true","Classification Value","string","","Loại báo cáo (scheme: SCMS_REPORT_TYPE)","mbr_prd_rpt.rpt_tp_code","direct","Member Periodic Report","mbr_prd_rpt","Report Type Code","rpt_tp_code"
"Securities Company Report Data","scr_co_rpt_data","Report Period Type Code","rpt_prd_tp_code","true","Classification Value","string","","Kỳ báo cáo (scheme: SCMS_REPORT_PERIOD_TYPE)","mbr_prd_rpt.rpt_prd_tp_code","direct","Member Periodic Report","mbr_prd_rpt","Reporting Period Type Code","rpt_prd_tp_code"
"Securities Company Report Data","scr_co_rpt_data","Year Value","yr_val","true","Text","string","","Năm kỳ báo cáo","mbr_prd_rpt.yr_val","direct","Member Periodic Report","mbr_prd_rpt","Year Value","yr_val"
"Securities Company Report Data","scr_co_rpt_data","Report Date","rpt_dt","true","Date","date","","Ngày số liệu báo cáo","mbr_prd_rpt.rpt_dt","direct","Member Periodic Report","mbr_prd_rpt","Report Date","rpt_dt"
"Securities Company Report Data","scr_co_rpt_data","Submission Date","submission_dt","true","Date","date","","Ngày nộp thực tế","mbr_prd_rpt.subm_dt","direct","Member Periodic Report","mbr_prd_rpt","Submission Date","subm_dt"
"Securities Company Report Data","scr_co_rpt_data","Submission Deadline Date","submission_ddln_dt","true","Date","date","","Hạn nộp","mbr_prd_rpt.subm_ddln_dt","direct","Member Periodic Report","mbr_prd_rpt","Submission Deadline Date","subm_ddln_dt"
"Securities Company Report Data","scr_co_rpt_data","Report Indicator Code","rpt_ind_code","false","Text","string","","Mã chỉ tiêu danh mục (DM_CHI_TIEU)","mbr_rpt_ind_val.rpt_ind_code","direct","Member Report Indicator Value","mbr_rpt_ind_val","Report Indicator Code","rpt_ind_code"
"Securities Company Report Data","scr_co_rpt_data","Report Template Indicator Code","rpt_tpl_ind_code","true","Text","string","","Mã chỉ tiêu trong biểu mẫu (BM_BAO_CAO_CT)","mbr_rpt_ind_val.rpt_tpl_ind_code","direct","Member Report Indicator Value","mbr_rpt_ind_val","Report Template Indicator Code","rpt_tpl_ind_code"
"Securities Company Report Data","scr_co_rpt_data","Row Name","row_nm","true","Text","string","","Tên hàng chỉ tiêu (denormalized)","mbr_rpt_ind_val.row_nm","direct","Member Report Indicator Value","mbr_rpt_ind_val","Row Name","row_nm"
"Securities Company Report Data","scr_co_rpt_data","Column Name","clmn_nm","true","Text","string","","Tên cột chỉ tiêu (denormalized)","mbr_rpt_ind_val.clmn_nm","direct","Member Report Indicator Value","mbr_rpt_ind_val","Column Name","clmn_nm"
"Securities Company Report Data","scr_co_rpt_data","Sheet Name","shet_nm","true","Text","string","","Tên sheet báo cáo (denormalized)","mbr_rpt_ind_val.shet_nm","direct","Member Report Indicator Value","mbr_rpt_ind_val","Sheet Name","shet_nm"
"Securities Company Report Data","scr_co_rpt_data","Value","val","true","Text","string","","Giá trị chỉ tiêu (Text — kiểu thực tế phụ thuộc KIEU_DU_LIEU)","mbr_rpt_ind_val.val","direct","Member Report Indicator Value","mbr_rpt_ind_val","Value","val"
"Securities Company Report Data","scr_co_rpt_data","Row Sequence","row_seq","true","Small Counter","int","","Số thứ tự dòng (cho chỉ tiêu lặp)","mbr_rpt_ind_val.row_seq","direct","Member Report Indicator Value","mbr_rpt_ind_val","Row Sequence","row_seq"
"Securities Company Report Data","scr_co_rpt_data","Version","vrsn","true","Text","string","","Phiên bản báo cáo","mbr_rpt_ind_val.vrsn","direct","Member Report Indicator Value","mbr_rpt_ind_val","Version","vrsn"
"Securities Company Report Data","scr_co_rpt_data","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn — filter 2 nguồn chính thức FMS_RPTMEMBER + SCMS_BC_THANH_VIEN. Driving table: mbr_prd_rpt.","mbr_prd_rpt.src_stm_code WHERE mbr_prd_rpt.src_stm_code IN ('FMS_RPTMEMBER','SCMS_BC_THANH_VIEN')","direct","Member Periodic Report","mbr_prd_rpt","Source System Code","src_stm_code"
