kpi_id,dashboard,kpi_name,kpi_description,requirement_group,kpi_category,source_module,mart_table,mart_column,column_role,logic
K_TT_41,Dashboard Hoạt động Kiểm tra >> Danh sách,Mã vụ việc,Mã hồ sơ kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_42,Dashboard Hoạt động Kiểm tra >> Danh sách,Đối tượng,Tên đối tượng bị kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Subject Name,SLICER,Display text
K_TT_42,Dashboard Hoạt động Kiểm tra >> Danh sách,Đối tượng,Tên đối tượng bị kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_43,Dashboard Hoạt động Kiểm tra >> Danh sách,Phân loại đối tượng,Hiển thị 2 tầng phân loại,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Subject Source Type Code,SLICER,Display - nếu = DOI_TUONG_KHAC thì resolve Other Party Subtype
K_TT_43,Dashboard Hoạt động Kiểm tra >> Danh sách,Phân loại đối tượng,Hiển thị 2 tầng phân loại,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Other Party Subtype Code,SLICER,Display - chỉ hiển thị khi Subject Source Type Code = DOI_TUONG_KHAC
K_TT_43,Dashboard Hoạt động Kiểm tra >> Danh sách,Phân loại đối tượng,Hiển thị 2 tầng phân loại,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_44,Dashboard Hoạt động Kiểm tra >> Danh sách,Loại hình (Định kỳ / Đột xuất),Loại lịch kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Inspection Schedule Type Dimension Id,SLICER,Classification Name via scheme TT_INSPECTION_SCHEDULE_TYPE
K_TT_44,Dashboard Hoạt động Kiểm tra >> Danh sách,Loại hình (Định kỳ / Đột xuất),Loại lịch kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_45,Dashboard Hoạt động Kiểm tra >> Danh sách,Trạng thái,Trạng thái hồ sơ kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Case Status Dimension Id,SLICER,Classification Name via scheme TT_CASE_STATUS
K_TT_45,Dashboard Hoạt động Kiểm tra >> Danh sách,Trạng thái,Trạng thái hồ sơ kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_46,Dashboard Hoạt động Xử phạt >> Thống kê chung,Tổng số quyết định xử phạt,Tổng QĐXP trong kỳ,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_46,Dashboard Hoạt động Xử phạt >> Thống kê chung,Tổng số quyết định xử phạt,Tổng QĐXP trong kỳ,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year
K_TT_46_SSCK,Dashboard Hoạt động Xử phạt >> Thống kê chung,Tổng số QĐXP SSCK,So sánh cùng kỳ năm trước,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,(K_TT_46 − K_TT_46 [Year − 1]) / K_TT_46 [Year − 1] × 100%
K_TT_47,Dashboard Hoạt động Xử phạt >> Thống kê chung,Tổng tiền xử phạt,Tổng tiền phạt (tỷ VNĐ),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Penalty Amount,MEASURE,SUM / 1_000_000_000 (display tỷ VNĐ)
K_TT_47,Dashboard Hoạt động Xử phạt >> Thống kê chung,Tổng tiền xử phạt,Tổng tiền phạt (tỷ VNĐ),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year
K_TT_47_SSCK,Dashboard Hoạt động Xử phạt >> Thống kê chung,Tổng tiền xử phạt SSCK,So sánh cùng kỳ năm trước,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,(K_TT_47 − K_TT_47 [Year − 1]) / K_TT_47 [Year − 1] × 100%
K_TT_48,Dashboard Hoạt động Xử phạt >> Biểu đồ thống kê,Số lượng QĐXP,Đếm QĐXP theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_48,Dashboard Hoạt động Xử phạt >> Biểu đồ thống kê,Số lượng QĐXP,Đếm QĐXP theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year
K_TT_48,Dashboard Hoạt động Xử phạt >> Biểu đồ thống kê,Số lượng QĐXP,Đếm QĐXP theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,JOIN_KEY,GROUP BY MONTH
K_TT_49,Dashboard Hoạt động Xử phạt >> Biểu đồ thống kê,Tiền phạt (tỷ đồng),Tổng tiền phạt theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Penalty Amount,MEASURE,SUM / 1_000_000_000
K_TT_49,Dashboard Hoạt động Xử phạt >> Biểu đồ thống kê,Tiền phạt (tỷ đồng),Tổng tiền phạt theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year
K_TT_49,Dashboard Hoạt động Xử phạt >> Biểu đồ thống kê,Tiền phạt (tỷ đồng),Tổng tiền phạt theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,JOIN_KEY,GROUP BY MONTH
K_TT_50,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Số lượng xử phạt hành vi CBTT,Đếm QĐXP theo hành vi CBTT,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_50,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Số lượng xử phạt hành vi CBTT,Đếm QĐXP theo hành vi CBTT,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year
K_TT_50,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Số lượng xử phạt hành vi CBTT,Đếm QĐXP theo hành vi CBTT,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code CBTT>' via scheme TT_VIOLATION_TYPE
K_TT_50_RATIO,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Tỷ lệ % xử phạt hành vi CBTT,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_50 / (K_TT_50 + K_TT_51 + K_TT_52 + K_TT_53 + K_TT_54 + K_TT_55) × 100%
K_TT_51,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Số lượng xử phạt hành vi CTCK,Đếm QĐXP theo hành vi CTCK,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_51,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Số lượng xử phạt hành vi CTCK,Đếm QĐXP theo hành vi CTCK,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year
K_TT_51,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Số lượng xử phạt hành vi CTCK,Đếm QĐXP theo hành vi CTCK,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code CTCK>' via scheme TT_VIOLATION_TYPE
K_TT_51_RATIO,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Tỷ lệ % xử phạt hành vi CTCK,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_51 / (K_TT_50 + K_TT_51 + K_TT_52 + K_TT_53 + K_TT_54 + K_TT_55) × 100%
K_TT_52,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Số lượng xử phạt hành vi Thao túng nội gián,Đếm QĐXP theo hành vi Thao túng nội gián,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_52,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Số lượng xử phạt hành vi Thao túng nội gián,Đếm QĐXP theo hành vi Thao túng nội gián,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year
K_TT_52,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Số lượng xử phạt hành vi Thao túng nội gián,Đếm QĐXP theo hành vi Thao túng nội gián,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code Thao túng nội gián>' via scheme TT_VIOLATION_TYPE
K_TT_52_RATIO,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Tỷ lệ % xử phạt hành vi Thao túng nội gián,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_52 / (K_TT_50 + K_TT_51 + K_TT_52 + K_TT_53 + K_TT_54 + K_TT_55) × 100%
K_TT_53,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Số lượng xử phạt hành vi Vi phạm hoạt động chào bán,Đếm QĐXP theo hành vi Vi phạm hoạt động chào bán,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_53,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Số lượng xử phạt hành vi Vi phạm hoạt động chào bán,Đếm QĐXP theo hành vi Vi phạm hoạt động chào bán,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year
K_TT_53,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Số lượng xử phạt hành vi Vi phạm hoạt động chào bán,Đếm QĐXP theo hành vi Vi phạm hoạt động chào bán,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code Vi phạm hoạt động chào bán>' via scheme TT_VIOLATION_TYPE
K_TT_53_RATIO,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Tỷ lệ % xử phạt hành vi Vi phạm hoạt động chào bán,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_53 / (K_TT_50 + K_TT_51 + K_TT_52 + K_TT_53 + K_TT_54 + K_TT_55) × 100%
K_TT_54,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Số lượng xử phạt hành vi Vi phạm hoạt động của công ty QLQ,Đếm QĐXP theo hành vi Vi phạm hoạt động của CTQLQ,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_54,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Số lượng xử phạt hành vi Vi phạm hoạt động của công ty QLQ,Đếm QĐXP theo hành vi Vi phạm hoạt động của CTQLQ,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year
K_TT_54,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Số lượng xử phạt hành vi Vi phạm hoạt động của công ty QLQ,Đếm QĐXP theo hành vi Vi phạm hoạt động của CTQLQ,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code Vi phạm hoạt động của công ty QLQ>' via scheme TT_VIOLATION_TYPE
K_TT_54_RATIO,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Tỷ lệ % xử phạt hành vi Vi phạm hoạt động của công ty QLQ,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_54 / (K_TT_50 + K_TT_51 + K_TT_52 + K_TT_53 + K_TT_54 + K_TT_55) × 100%
K_TT_55,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Số lượng xử phạt hành vi Vi phạm đăng ký CTĐC,Đếm QĐXP theo hành vi Vi phạm đăng ký CTĐC,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_55,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Số lượng xử phạt hành vi Vi phạm đăng ký CTĐC,Đếm QĐXP theo hành vi Vi phạm đăng ký CTĐC,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year
K_TT_55,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Số lượng xử phạt hành vi Vi phạm đăng ký CTĐC,Đếm QĐXP theo hành vi Vi phạm đăng ký CTĐC,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,FILTER,= Classification Code '<code Vi phạm đăng ký CTĐC>' via scheme TT_VIOLATION_TYPE
K_TT_55_RATIO,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo hành vi,Tỷ lệ % xử phạt hành vi Vi phạm đăng ký CTĐC,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_55 / (K_TT_50 + K_TT_51 + K_TT_52 + K_TT_53 + K_TT_54 + K_TT_55) × 100%
K_TT_56,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Số lượng xử phạt đối tượng Tổ chức khác,Đếm QĐXP đối tượng Tổ chức khác (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_56,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Số lượng xử phạt đối tượng Tổ chức khác,Đếm QĐXP đối tượng Tổ chức khác (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year
K_TT_56,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Số lượng xử phạt đối tượng Tổ chức khác,Đếm QĐXP đối tượng Tổ chức khác (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Subject Source Type Code,FILTER,= 'DOI_TUONG_KHAC' via scheme TT_SUBJECT_SOURCE_TYPE
K_TT_56,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Số lượng xử phạt đối tượng Tổ chức khác,Đếm QĐXP đối tượng Tổ chức khác (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Other Party Subtype Code,FILTER,= 'TO_CHUC_KHAC' via scheme TT_OTHER_PARTY_SUBTYPE
K_TT_56_RATIO,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Tỷ lệ % xử phạt đối tượng Tổ chức khác,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_56 / (K_TT_56 + K_TT_57 + K_TT_58 + K_TT_59) × 100%
K_TT_57,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Số lượng xử phạt đối tượng CTKT,Đếm QĐXP đối tượng CTKT (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_57,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Số lượng xử phạt đối tượng CTKT,Đếm QĐXP đối tượng CTKT (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year
K_TT_57,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Số lượng xử phạt đối tượng CTKT,Đếm QĐXP đối tượng CTKT (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Subject Source Type Code,FILTER,= 'DOI_TUONG_KHAC' via scheme TT_SUBJECT_SOURCE_TYPE
K_TT_57,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Số lượng xử phạt đối tượng CTKT,Đếm QĐXP đối tượng CTKT (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Other Party Subtype Code,FILTER,= 'CTKT' via scheme TT_OTHER_PARTY_SUBTYPE
K_TT_57_RATIO,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Tỷ lệ % xử phạt đối tượng CTKT,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_57 / (K_TT_56 + K_TT_57 + K_TT_58 + K_TT_59) × 100%
K_TT_58,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Số lượng xử phạt đối tượng Giao dịch nhà đầu tư,Đếm QĐXP đối tượng NĐT (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_58,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Số lượng xử phạt đối tượng Giao dịch nhà đầu tư,Đếm QĐXP đối tượng NĐT (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year
K_TT_58,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Số lượng xử phạt đối tượng Giao dịch nhà đầu tư,Đếm QĐXP đối tượng NĐT (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Subject Source Type Code,FILTER,= 'DOI_TUONG_KHAC' via scheme TT_SUBJECT_SOURCE_TYPE
K_TT_58,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Số lượng xử phạt đối tượng Giao dịch nhà đầu tư,Đếm QĐXP đối tượng NĐT (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Other Party Subtype Code,FILTER,= 'NHA_DAU_TU' via scheme TT_OTHER_PARTY_SUBTYPE
K_TT_58_RATIO,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Tỷ lệ % xử phạt đối tượng Giao dịch nhà đầu tư,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_58 / (K_TT_56 + K_TT_57 + K_TT_58 + K_TT_59) × 100%
K_TT_59,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Số lượng xử phạt đối tượng Cá nhân,Đếm QĐXP đối tượng Cá nhân (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_59,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Số lượng xử phạt đối tượng Cá nhân,Đếm QĐXP đối tượng Cá nhân (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Signing Date Dimension Id,FILTER,YEAR = selected year
K_TT_59,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Số lượng xử phạt đối tượng Cá nhân,Đếm QĐXP đối tượng Cá nhân (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Subject Source Type Code,FILTER,= 'DOI_TUONG_KHAC' via scheme TT_SUBJECT_SOURCE_TYPE
K_TT_59,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Số lượng xử phạt đối tượng Cá nhân,Đếm QĐXP đối tượng Cá nhân (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Other Party Subtype Code,FILTER,= 'CA_NHAN' via scheme TT_OTHER_PARTY_SUBTYPE
K_TT_59_RATIO,Dashboard Hoạt động Xử phạt >> Biểu đồ cơ cấu theo đối tượng,Tỷ lệ % xử phạt đối tượng Cá nhân,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_59 / (K_TT_56 + K_TT_57 + K_TT_58 + K_TT_59) × 100%
K_TT_60,Dashboard Hoạt động Xử phạt >> Danh sách,Mã vụ việc,Mã hồ sơ,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Case Dimension,Case Number,SLICER,Display text
K_TT_61,Dashboard Hoạt động Xử phạt >> Danh sách,Phân loại đối tượng,Hiển thị 2 tầng phân loại,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Subject Source Type Code,SLICER,Display - nếu = DOI_TUONG_KHAC thì resolve Other Party Subtype
K_TT_61,Dashboard Hoạt động Xử phạt >> Danh sách,Phân loại đối tượng,Hiển thị 2 tầng phân loại,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Other Party Subtype Code,SLICER,Display - chỉ hiển thị khi Subject Source Type Code = DOI_TUONG_KHAC
K_TT_62,Dashboard Hoạt động Xử phạt >> Danh sách,Đối tượng,Tên đối tượng bị xử phạt,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Subject Name,SLICER,Display text
K_TT_63,Dashboard Hoạt động Xử phạt >> Danh sách,Loại hình (hành vi vi phạm),Cột Loại hình hiển thị hành vi vi phạm (reuse TT_VIOLATION_TYPE),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Violation Type Dimension Id,SLICER,Classification Name via scheme TT_VIOLATION_TYPE
K_TT_64,Dashboard Hoạt động Xử phạt >> Danh sách,Trạng thái,Trạng thái kết luận,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Penalty Decision,Case Status Dimension Id,SLICER,Classification Name via scheme TT_CASE_STATUS
K_TT_65,Dashboard Tình hình Đơn thư >> Thống kê chung,Tổng số đơn đã xử lý,Số đơn thư đã hoàn thành,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Complaint Petition Dimension Id,MEASURE,COUNT
K_TT_65,Dashboard Tình hình Đơn thư >> Thống kê chung,Tổng số đơn đã xử lý,Số đơn thư đã hoàn thành,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Submission Date Dimension Id,FILTER,YEAR = selected year
K_TT_65,Dashboard Tình hình Đơn thư >> Thống kê chung,Tổng số đơn đã xử lý,Số đơn thư đã hoàn thành,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Petition Status Dimension Id,FILTER,= Classification Code 'HOAN_THANH' via scheme TT_PETITION_STATUS
K_TT_65_SSCK,Dashboard Tình hình Đơn thư >> Thống kê chung,Tổng số đơn đã xử lý SSCK,So sánh cùng kỳ năm trước,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,(K_TT_65 − K_TT_65 [Year − 1]) / K_TT_65 [Year − 1] × 100%
K_TT_66,Dashboard Tình hình Đơn thư >> Biểu đồ thống kê,Số lượng đơn thư đã xử lý,Đếm đơn thư đã xử lý theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Complaint Petition Dimension Id,MEASURE,COUNT
K_TT_66,Dashboard Tình hình Đơn thư >> Biểu đồ thống kê,Số lượng đơn thư đã xử lý,Đếm đơn thư đã xử lý theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Submission Date Dimension Id,FILTER,YEAR = selected year
K_TT_66,Dashboard Tình hình Đơn thư >> Biểu đồ thống kê,Số lượng đơn thư đã xử lý,Đếm đơn thư đã xử lý theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Submission Date Dimension Id,JOIN_KEY,GROUP BY MONTH
K_TT_66,Dashboard Tình hình Đơn thư >> Biểu đồ thống kê,Số lượng đơn thư đã xử lý,Đếm đơn thư đã xử lý theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Petition Status Dimension Id,FILTER,= Classification Code 'HOAN_THANH' via scheme TT_PETITION_STATUS
K_TT_67,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Số lượng đơn thư Khiếu nại,Đếm đơn Khiếu nại theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Complaint Petition Dimension Id,MEASURE,COUNT
K_TT_67,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Số lượng đơn thư Khiếu nại,Đếm đơn Khiếu nại theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Submission Date Dimension Id,FILTER,YEAR = selected year
K_TT_67,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Số lượng đơn thư Khiếu nại,Đếm đơn Khiếu nại theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Submission Date Dimension Id,JOIN_KEY,GROUP BY MONTH
K_TT_67,Dashboard Tình hình Đơn thư >> Biểu đồ cơ cấu theo loại đơn thư,Số lượng đơn thư Khiếu nại,Đếm đơn Khiếu nại theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Complaint Petition,Petition Type Dimension Id,FILTER,= Classification Code 'KHIEU_NAI' via scheme TT_PETITION_TYPE
